original_task_id,static_decision,static_reasons,priority_score,expected_terminal_action,persona_level,num_blockers,blocker_family_tags,profile_switch_bucket,prior_calibration
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Easy,6,permission|wifi_calling|sim|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Hard,6,permission|wifi_calling|sim|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-68.0,repair_subset,None,6,apn|permission|sim|data_mode|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-70.0,repair_subset,Easy,6,apn|permission|sim|data_mode|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-51.0,repair_subset,Hard,6,apn|permission|sim|data_mode|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,6,wifi_calling|network_preference|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,6,apn|network_preference|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,6,permission|network_preference|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,6,permission|network_preference|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,6,permission|network_preference|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,6,apn|wifi_calling|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,6,permission|wifi_calling|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,6,permission|wifi_calling|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,6,permission|wifi_calling|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,6,apn|permission|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,6,apn|permission|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,6,apn|permission|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|data_mode_off|unseat_sim_card[PERSONA:None],candidate,,-100.0,repair_all,None,6,apn|wifi_calling|network_preference|sim|data_mode,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|unseat_sim_card[PERSONA:Easy],candidate,,-546.0,repair_all,Easy,6,permission|wifi_calling|network_preference|sim|data_mode,neutral_other,keep
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:Hard],candidate,,-45.0,repair_all,Hard,6,permission|wifi_calling|network_preference|sim|data_mode,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_mode_off|unseat_sim_card[PERSONA:None],candidate,,-32.0,repair_all,None,6,permission|wifi_calling|network_preference|sim|data_mode,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card[PERSONA:Easy],candidate,,-94.0,repair_all,Easy,6,apn|permission|network_preference|sim|data_mode,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:Hard],candidate,,-93.0,repair_all,Hard,6,apn|permission|network_preference|sim|data_mode,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card[PERSONA:None],candidate,,-80.0,repair_all,None,6,apn|permission|network_preference|sim|data_mode,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card[PERSONA:Easy],candidate,,-106.0,repair_all,Easy,6,apn|permission|wifi_calling|sim|data_mode,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:Hard],candidate,,-105.0,repair_all,Hard,6,apn|permission|wifi_calling|sim|data_mode,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card[PERSONA:None],candidate,,-92.0,repair_all,None,6,apn|permission|wifi_calling|sim|data_mode,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Easy,6,wifi_calling|network_preference|sim|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-55.0,repair_subset,Hard,6,apn|network_preference|sim|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,None,6,permission|network_preference|sim|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Easy,6,permission|network_preference|sim|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Hard,6,permission|network_preference|sim|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-70.0,repair_subset,None,6,apn|wifi_calling|sim|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Easy,6,permission|wifi_calling|sim|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Hard,6,permission|wifi_calling|sim|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,None,6,permission|wifi_calling|sim|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-64.0,repair_subset,Easy,6,apn|permission|sim|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-63.0,repair_subset,Hard,6,apn|permission|sim|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-50.0,repair_subset,None,6,apn|permission|sim|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Easy,6,wifi_calling|network_preference|sim|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-55.0,repair_subset,Hard,6,apn|network_preference|sim|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,None,6,permission|network_preference|sim|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Easy,6,permission|network_preference|sim|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Hard,6,permission|network_preference|sim|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-70.0,repair_subset,None,6,apn|wifi_calling|sim|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Easy,6,permission|wifi_calling|sim|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Hard,6,permission|wifi_calling|sim|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,None,6,permission|wifi_calling|sim|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-64.0,repair_subset,Easy,6,apn|permission|sim|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-63.0,repair_subset,Hard,6,apn|permission|sim|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-50.0,repair_subset,None,6,apn|permission|sim|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,6,wifi_calling|network_preference|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,6,apn|network_preference|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,6,permission|network_preference|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,6,permission|network_preference|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,6,permission|network_preference|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,6,apn|wifi_calling|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,6,permission|wifi_calling|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,6,permission|wifi_calling|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,6,permission|wifi_calling|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,6,apn|permission|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,6,apn|permission|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,6,apn|permission|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],candidate,,-70.0,repair_subset,Easy,6,apn|wifi_calling|network_preference|sim|data_usage_exceeded,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_usage_exceeded|unseat_sim_card[PERSONA:Hard],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Hard,6,permission|wifi_calling|network_preference|sim|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_usage_exceeded|unseat_sim_card[PERSONA:None],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,None,6,permission|wifi_calling|network_preference|sim|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Easy,6,permission|wifi_calling|network_preference|sim|data_usage_exceeded,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|unseat_sim_card[PERSONA:Hard],candidate,,-61.0,repair_subset,Hard,6,apn|permission|network_preference|sim|data_usage_exceeded,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card[PERSONA:None],candidate,,-66.0,repair_subset,None,6,apn|permission|network_preference|sim|data_usage_exceeded,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],candidate,,-50.0,repair_subset,Easy,6,apn|permission|network_preference|sim|data_usage_exceeded,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded|unseat_sim_card[PERSONA:Hard],candidate,,-73.0,repair_subset,Hard,6,apn|permission|wifi_calling|sim|data_usage_exceeded,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card[PERSONA:None],candidate,,-78.0,repair_subset,None,6,apn|permission|wifi_calling|sim|data_usage_exceeded,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],candidate,,-62.0,repair_subset,Easy,6,apn|permission|wifi_calling|sim|data_usage_exceeded,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-100.0,repair_all,None,6,apn|wifi_calling|network_preference|sim|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-46.0,repair_all,Easy,6,permission|wifi_calling|network_preference|sim|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-45.0,repair_all,Hard,6,permission|wifi_calling|network_preference|sim|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-32.0,repair_all,None,6,permission|wifi_calling|network_preference|sim|roaming_enabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-94.0,repair_all,Easy,6,apn|permission|network_preference|sim|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-93.0,repair_all,Hard,6,apn|permission|network_preference|sim|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-80.0,repair_all,None,6,apn|permission|network_preference|sim|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-106.0,repair_all,Easy,6,apn|permission|wifi_calling|sim|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-105.0,repair_all,Hard,6,apn|permission|wifi_calling|sim|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-92.0,repair_all,None,6,apn|permission|wifi_calling|sim|roaming_enabled_off,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-74.0,repair_subset,Easy,6,apn|wifi_calling|network_preference|sim|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Hard,6,permission|wifi_calling|network_preference|sim|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,None,6,permission|wifi_calling|network_preference|sim|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],static_delete,static_exclude_low_priority_nontransfer_shape,1000.0,repair_subset,Easy,6,permission|wifi_calling|network_preference|sim|roaming_disabled_on,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-65.0,repair_subset,Hard,6,apn|permission|network_preference|sim|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-70.0,repair_subset,None,6,apn|permission|network_preference|sim|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-54.0,repair_subset,Easy,6,apn|permission|network_preference|sim|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-77.0,repair_subset,Hard,6,apn|permission|wifi_calling|sim|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-82.0,repair_subset,None,6,apn|permission|wifi_calling|sim|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-66.0,repair_subset,Easy,6,apn|permission|wifi_calling|sim|roaming_disabled_on,target_favoring,
