method,episode_1based,phase,expected_terminal_action,terminal_cost,reasoning_cost,total_cost,clear_execution_success,assistant_execution_status,actual_modes,required_modes,majority_pair,mismatch_bucket,final_action
risky_ps_linear,40,post_switch,repair_subset,21.5,5.240655,26.811155,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,41,post_switch,repair_subset,3.0,4.410555,7.484755,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,42,post_switch,repair_all,18.5,5.323935,23.896234999999997,False,not_required,fast/deep/deep/deep/fast,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,43,post_switch,repair_subset,2.0,4.66994,6.73414,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,44,post_switch,repair_subset,2.0,5.55559,7.6203899999999996,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/deep/fast,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,45,post_switch,transfer,1.0,4.17401,5.24751,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
risky_ps_linear,46,post_switch,repair_subset,3.0,4.880705,7.948005,False,assistant_required_but_no_tool_or_not_clean,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,47,post_switch,repair_subset,2.0,5.37527,7.436870000000001,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/deep/fast,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,48,post_switch,repair_all,0.0,4.9941,5.0602,True,not_required,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_all
risky_ps_linear,49,post_switch,repair_subset,2.0,4.883505,6.954905,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,50,post_switch,repair_subset,13.0,5.29701,18.37061,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,51,post_switch,repair_subset,17.5,4.36185,21.93545,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,52,post_switch,repair_all,18.5,5.18482,23.75582,False,not_required,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,53,post_switch,repair_subset,11.0,8.52537,19.598570000000002,False,assistant_tool_called_but_not_clean,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,54,post_switch,repair_subset,13.0,5.60222,18.66602,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,55,post_switch,transfer,1.0,5.31579,6.392189999999999,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,56,post_switch,repair_subset,3.0,4.688525,7.762125,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,57,post_switch,repair_subset,15.0,4.93612,20.01102,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,58,post_switch,repair_all,11.0,5.41587,16.48437,False,not_required,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,59,post_switch,repair_subset,18.5,4.93459,23.50869,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
risky_ps_linear,60,post_switch,repair_subset,4.0,5.889085,9.954685,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/fast/fast,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,61,post_switch,repair_subset,2.0,4.353275,6.432675,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,62,post_switch,repair_all,5.0,4.978525,10.043725,False,not_required,fast/fast/fast/fast/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,63,post_switch,repair_subset,14.0,4.323535,18.388235,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/fast/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,64,post_switch,repair_subset,2.0,4.52149,6.59559,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,65,post_switch,transfer,1.0,4.360535,5.433635,False,assistant_required_but_no_tool_or_not_clean,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,66,post_switch,repair_subset,11.0,5.291575,16.359275,False,assistant_tool_called_but_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,repair_subset
risky_ps_linear,67,post_switch,repair_subset,21.5,5.9125,27.482,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,transfer
risky_ps_linear,68,post_switch,repair_all,5.0,5.328165,10.397565,False,not_required,fast/deep/deep/fast/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,69,post_switch,repair_subset,18.5,5.20286,23.77276,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,70,post_switch,repair_subset,20.5,4.93969,25.512089999999997,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
risky_ps_linear,71,post_switch,repair_subset,17.5,4.62047,22.18137,False,assistant_required_but_no_tool_or_not_clean,fast/fast/fast/deep/fast,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,72,post_switch,repair_all,18.5,4.859865,23.424065,False,not_required,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,73,post_switch,repair_subset,18.5,5.575855,24.151155,False,assistant_required_but_no_tool_or_not_clean,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,transfer
risky_ps_linear,74,post_switch,repair_subset,13.0,5.130255,18.204855000000002,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,75,post_switch,transfer,1.0,5.803225,6.876425,False,assistant_required_but_no_tool_or_not_clean,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,76,post_switch,repair_subset,2.0,5.18972,7.26022,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/fast,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,77,post_switch,repair_subset,14.0,6.089655,20.165454999999998,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,78,post_switch,repair_all,11.0,5.53903,16.60913,False,not_required,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,79,post_switch,repair_subset,14.0,3.96582,18.03502,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/fast/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,80,post_switch,repair_subset,20.5,6.32076,26.89796,False,assistant_required_but_no_tool_or_not_clean,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,transfer
risky_ps_linear,81,post_switch,repair_subset,16.5,4.76714,21.33734,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
risky_ps_linear,82,post_switch,repair_all,11.0,5.53348,16.60128,False,not_required,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,83,post_switch,repair_subset,2.0,5.013895,7.087095,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,84,post_switch,repair_subset,21.5,4.537975,26.111575,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,85,post_switch,transfer,1.0,4.37779,5.44389,False,assistant_required_but_no_tool_or_not_clean,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,86,post_switch,repair_subset,13.0,6.447515,19.519515,False,assistant_tool_called_but_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,87,post_switch,repair_subset,2.0,4.57946,6.64876,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,88,post_switch,repair_all,5.0,5.38734,10.45644,False,not_required,fast/fast/deep/fast/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,89,post_switch,repair_subset,7.5,5.68606,13.24946,False,assistant_tool_called_but_not_clean,deep/fast/fast/fast/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,both_mismatch_types,repair_subset
risky_ps_linear,90,post_switch,repair_subset,15.0,5.157675,20.225475,False,assistant_required_but_no_tool_or_not_clean,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,91,post_switch,repair_subset,17.0,4.17044,21.24454,False,assistant_tool_called_but_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,92,post_switch,repair_all,18.5,5.86677,24.44277,False,not_required,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,deep_on_fast_required,transfer
risky_ps_linear,93,post_switch,repair_subset,19.5,4.5894,24.154,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/fast,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,94,post_switch,repair_subset,13.0,5.596135,18.665335,False,assistant_required_but_no_tool_or_not_clean,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,95,post_switch,transfer,1.0,5.004045,6.072445,False,assistant_required_but_no_tool_or_not_clean,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,both_mismatch_types,transfer
risky_ps_linear,96,post_switch,repair_subset,2.0,5.09099,7.16419,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,97,post_switch,repair_subset,14.0,4.55481,18.62501,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,repair_subset
risky_ps_linear,98,post_switch,repair_all,18.5,5.60855,24.176750000000002,False,not_required,fast/deep/fast/deep/fast,fast/deep/deep/deep/deep,mostly_fast_path__mostly_deep_task,fast_on_deep_required,transfer
risky_ps_linear,99,post_switch,repair_subset,3.0,4.55445,7.625450000000001,False,assistant_required_but_no_tool_or_not_clean,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,fast_on_deep_required,repair_subset
risky_ps_linear,100,post_switch,repair_subset,20.5,4.95737,25.52317,False,assistant_required_but_no_tool_or_not_clean,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_path__mostly_deep_task,all_stage_modes_match,transfer
